"good","purpose","fico","dti","loan_amnt","income"
"good","home_improvement",727,18.54,7200,NA
"good","major_purchase",787,1.29,4000,NA
"good","other",727,7.94,18000,81120
"bad","small_business",712,12.67,24000,132000
"good","debt_consolidation",702,23.78,8400,32000
"good","major_purchase",677,5.92,5000,87000
"good","debt_consolidation",677,13,7000,19200
"good","debt_consolidation",677,22.74,8500,39000
"good","debt_consolidation",672,21.83,3000,62000
"good","home_improvement",812,1.12,10000,103000
"good","debt_consolidation",672,5.41,1600,110000
"good","other",812,1.53,6000,155000
"good","debt_consolidation",667,8.68,8000,NA
"good","home_improvement",742,0.9,10000,3e+05
"good","debt_consolidation",737,12.06,6925,NA
"good","debt_consolidation",672,13.75,10000,NA
"bad","debt_consolidation",702,15.06,15000,60000
"bad","other",677,10.28,10000,NA
"good","other",722,12.68,14000,230000
"good","other",702,12.76,8000,92004
"bad","debt_consolidation",712,20.49,12000,NA
"good","other",742,6.81,2000,NA
"good","debt_consolidation",702,18.1,16750,35000
"bad","debt_consolidation",667,20.72,10000,30000
"bad","major_purchase",667,18.68,18250,NA
"good","major_purchase",747,12.8,2800,NA
"good","other",767,8.66,9000,NA
"bad","debt_consolidation",742,18.38,14000,30548
"good","debt_consolidation",792,12.74,9000,NA
"good","debt_consolidation",702,18.4,10000,60000
"good","debt_consolidation",682,17.73,8000,NA
"bad","debt_consolidation",697,7.07,11200,NA
"bad","major_purchase",687,16.34,1750,NA
"good","educational",737,11.95,6000,NA
"good","major_purchase",777,7.78,5000,NA
"good","home_improvement",692,3.77,8500,NA
"good","debt_consolidation",667,16.69,4200,66000
"good","debt_consolidation",777,12.35,12000,170004
"good","major_purchase",787,20.11,6400,NA
"good","medical",787,12.52,12250,60000
"good","major_purchase",797,14.78,8000,NA
"good","vacation_wedding",787,13.31,5000,NA
"good","debt_consolidation",742,16.63,7500,NA
"good","other",727,16.66,3000,NA
"bad","debt_consolidation",662,10.72,16000,48000
"good","debt_consolidation",752,14.04,8000,NA
"good","debt_consolidation",682,12.85,12000,NA
"good","debt_consolidation",677,18.61,6000,NA
"bad","educational",712,10.67,8400,NA
"good","major_purchase",802,6.36,7000,60000
"good","home_improvement",757,11.18,10000,78000
"good","home_improvement",742,20.93,8000,NA
"good","major_purchase",677,18.35,5000,51996
"good","major_purchase",687,6.48,8000,25000
"good","debt_consolidation",712,23.97,2250,42000
"good","small_business",777,1.15,10000,NA
"good","major_purchase",677,9.57,13200,140000
"good","debt_consolidation",722,10.65,6000,NA
"good","debt_consolidation",672,19.89,4000,NA
"good","debt_consolidation",737,16.87,15000,NA
"good","debt_consolidation",682,13.02,15000,75000
"good","debt_consolidation",742,19.1,12500,70000
"good","debt_consolidation",692,16.43,16000,51996
"good","debt_consolidation",702,22.5,13600,45500
"good","debt_consolidation",682,12.29,8000,NA
"good","other",777,12.79,3300,NA
"good","major_purchase",677,4.8,2200,12000
"good","debt_consolidation",732,5.74,14000,NA
"good","vacation_wedding",742,19.71,10000,NA
"bad","home_improvement",757,0.89,8500,NA
"good","medical",767,0.5,8000,120000
"good","debt_consolidation",737,16.28,12000,NA
"bad","other",672,1.94,7000,26004
"good","debt_consolidation",737,21.31,8500,NA
"bad","debt_consolidation",762,9.07,8000,NA
"good","debt_consolidation",747,18.63,24000,80000
"good","debt_consolidation",742,18.15,12500,54996
"bad","debt_consolidation",667,8.28,8400,130000
"good","major_purchase",662,4.32,5600,75000
"good","debt_consolidation",727,16.76,8550,66000
"good","other",712,17.75,5000,42996
"bad","other",702,10.32,5600,40000
"bad","debt_consolidation",682,20.63,10000,NA
"good","debt_consolidation",767,10.95,13000,NA
"good","debt_consolidation",662,24.02,10000,NA
"good","debt_consolidation",707,14.18,23050,2e+05
"good","debt_consolidation",702,12.39,11000,69996
"bad","debt_consolidation",667,9.24,6000,NA
"good","other",707,1.13,5800,18000
"good","home_improvement",762,7.26,14400,117000
"good","debt_consolidation",687,8.46,12000,56004
"good","debt_consolidation",737,8.69,22000,64800
"bad","other",707,10.44,2400,NA
"good","debt_consolidation",687,7.93,15000,56000
"good","debt_consolidation",697,12.67,3000,NA
"good","other",662,15.77,6000,NA
"good","debt_consolidation",682,5.54,7800,60000
"good","debt_consolidation",717,19.99,4000,NA
"good","vacation_wedding",742,23.4,3000,NA
"bad","debt_consolidation",677,14.49,9600,54000
"good","major_purchase",727,11.59,7000,45673.92
"bad","other",702,19.85,5600,72000
"good","debt_consolidation",697,5.14,6000,53000
"good","home_improvement",682,2.33,10000,52000
"good","debt_consolidation",742,10.36,20000,68000
"good","debt_consolidation",767,10.03,5000,NA
"good","major_purchase",747,10.6,12000,160000
"good","debt_consolidation",757,3.9,15000,120000
"good","debt_consolidation",692,17.76,18000,96300
"good","debt_consolidation",757,9.15,20000,83000
"good","debt_consolidation",717,13.66,12000,60000
"good","debt_consolidation",697,19.87,6000,NA
"good","home_improvement",782,9.84,5000,NA
"good","home_improvement",692,24.47,16000,98582.68
"good","debt_consolidation",707,8.89,2500,42000
"bad","other",692,17.44,6000,81000
"good","other",667,12.43,7200,45000
"good","medical",687,7.87,6000,92000
"good","debt_consolidation",727,21.8,25000,126504
"good","major_purchase",712,0.54,4000,28800
"good","other",707,11.01,4800,NA
"good","major_purchase",772,1.19,2000,NA
"good","debt_consolidation",672,8.69,13600,90000
"good","debt_consolidation",717,14.12,20000,94692
"good","debt_consolidation",697,13.88,23000,132000
"good","medical",702,5.85,6000,225000
"good","debt_consolidation",687,5.58,25000,78000
"good","home_improvement",742,14.28,20000,122000
"good","debt_consolidation",687,22.73,8000,NA
"good","debt_consolidation",782,12,18200,61000
"good","major_purchase",722,14.92,5500,NA
"good","major_purchase",757,9.03,6000,65000
"good","debt_consolidation",737,10.16,4000,28000
"good","debt_consolidation",752,21.5,18000,NA
"good","other",712,17.15,8000,46875
"good","small_business",737,3.48,10000,40000
"good","home_improvement",727,1.99,12000,62000
"good","other",697,14.96,2500,54000
"good","debt_consolidation",667,18.33,6400,NA
"bad","home_improvement",682,14.05,14000,NA
"good","debt_consolidation",732,15.73,25000,120000
"good","debt_consolidation",707,14.05,7200,NA
"good","debt_consolidation",802,4.34,3500,65000
"good","major_purchase",737,0.63,7600,NA
"good","other",757,1.76,4975,75000
"good","debt_consolidation",782,3.54,10000,40000
"good","debt_consolidation",732,8.79,15000,67000
"good","debt_consolidation",677,7.73,6000,75000
"good","small_business",787,7.4,24000,72000
"good","debt_consolidation",717,23.58,17000,115000
"good","debt_consolidation",717,21.81,8000,NA
"bad","home_improvement",802,1.33,18000,73000
"good","debt_consolidation",682,17.89,5700,44000
"good","debt_consolidation",662,0,1000,NA
"good","home_improvement",687,19.71,5000,NA
"good","other",697,6.31,6000,NA
"good","educational",727,22.24,5000,NA
"bad","debt_consolidation",762,21.08,3600,NA
"good","major_purchase",812,5.1,6000,NA
"bad","debt_consolidation",672,23.87,14500,89000
"good","major_purchase",732,14.32,7250,NA
"good","debt_consolidation",702,8.4,6500,NA
"good","other",687,2.35,24000,97000
"good","debt_consolidation",752,17.74,15000,NA
"good","other",707,3.34,7000,NA
"bad","home_improvement",702,7.31,12000,240734
"good","vacation_wedding",667,19.61,5000,NA
"good","debt_consolidation",707,14.8,16750,30000
"good","debt_consolidation",687,13.4,1600,NA
"good","debt_consolidation",737,13.55,13300,NA
"good","home_improvement",667,13.11,16000,56000
"good","debt_consolidation",732,4.71,8000,NA
"good","debt_consolidation",697,14.27,15200,NA
"good","debt_consolidation",707,23.75,24000,88100
"good","other",692,4.74,4500,NA
"bad","major_purchase",667,4.2,8400,20000
"good","debt_consolidation",712,10.61,18000,NA
"good","debt_consolidation",747,17.73,25000,150000
"bad","debt_consolidation",747,22.34,25000,60000
"good","other",787,22.5,10000,NA
"good","vacation_wedding",732,10.88,5000,60000
"good","debt_consolidation",702,20.32,16000,37200
"good","debt_consolidation",757,1.51,2950,35000
"good","other",777,15.3,6000,36000
"good","debt_consolidation",672,21.73,25000,148000
"good","debt_consolidation",717,2.02,8000,120000
"good","vacation_wedding",772,5.48,10000,110000
"good","debt_consolidation",717,15.77,17000,NA
"good","other",727,16.47,8000,54000
"good","other",662,1.89,3600,39996
"good","vacation_wedding",702,13.85,5000,24000
"good","major_purchase",727,19.2,14400,85000
"good","debt_consolidation",707,12.87,10000,NA
"bad","debt_consolidation",662,16.3,15000,70000
"good","debt_consolidation",687,16.64,25000,92000
"good","debt_consolidation",732,13.38,8700,65000
"good","debt_consolidation",717,15.93,12000,NA
"good","other",702,17.9,5000,NA
"good","debt_consolidation",722,21.55,25000,76956
"good","debt_consolidation",662,9.48,9000,57204
"good","debt_consolidation",707,6.51,20000,43656
"good","debt_consolidation",682,3.88,9600,55000
"good","small_business",752,9.47,4500,NA
"good","debt_consolidation",667,18.05,19000,48000
"good","debt_consolidation",767,9.56,10000,NA
"good","vacation_wedding",662,7.44,5500,NA
"good","debt_consolidation",687,11.06,11250,43500
"good","small_business",702,20.08,3000,31200
"good","other",742,4.42,4900,23350
"good","major_purchase",752,19.98,4000,NA
"bad","other",667,10.61,2000,NA
"bad","small_business",722,6.23,4800,62000
"good","major_purchase",707,9.36,4650,30000
"good","home_improvement",667,4.4,3000,NA
"good","debt_consolidation",727,14.51,9000,NA
"good","medical",792,1.7,20000,60000
"bad","major_purchase",717,16.35,4000,32656
"good","debt_consolidation",697,9.87,25000,81000
"good","major_purchase",722,5.65,23000,57360
"good","debt_consolidation",772,5.08,9600,NA
"bad","debt_consolidation",682,13.05,1500,NA
"bad","other",707,23.15,10000,NA
"good","home_improvement",802,8.2,12000,125004
"good","home_improvement",727,1.12,8000,NA
"good","other",692,12.14,9000,60000
"good","home_improvement",797,0.88,15000,NA
"good","debt_consolidation",692,10.78,8000,NA
"good","major_purchase",717,15.32,10800,NA
"good","debt_consolidation",697,14.37,25000,115000
"good","debt_consolidation",727,20.77,10200,NA
"good","debt_consolidation",702,16.19,16750,75000
"good","other",712,16.98,5000,20000
"good","medical",717,11.49,1800,45336
"good","debt_consolidation",782,11.31,9500,NA
"good","debt_consolidation",692,18.9,14000,99000
"good","debt_consolidation",692,18.45,6000,NA
"good","other",797,9.43,7500,NA
"good","debt_consolidation",727,5.84,8800,NA
"good","home_improvement",667,23.04,17500,74100
"good","other",772,0.15,20000,2e+05
"good","debt_consolidation",712,19.22,25000,119500
"good","debt_consolidation",687,23.7,10750,43700
"good","small_business",677,9.97,7200,60675.83
"bad","debt_consolidation",697,21.47,15000,46000
"good","debt_consolidation",767,14.49,10000,40000
"good","debt_consolidation",702,24.14,5700,NA
"good","debt_consolidation",672,10.59,6500,NA
"good","vacation_wedding",727,12.24,8000,NA
"good","debt_consolidation",747,10.38,12000,125000
"good","debt_consolidation",732,19.47,25000,110196
"bad","debt_consolidation",687,18.68,24000,NA
"good","major_purchase",702,7.69,8400,NA
"good","vacation_wedding",727,15.56,10000,85000
"good","debt_consolidation",667,8.4,6000,NA
"bad","educational",692,12.1,14000,NA
"good","small_business",662,22.1,2800,NA
"good","other",712,14.49,9000,NA
"good","debt_consolidation",677,23.31,4800,NA
"good","other",737,8.33,5000,35004
"bad","educational",667,3.17,1500,NA
"good","other",697,13.98,4000,NA
"good","debt_consolidation",702,15.16,12000,110000
"good","other",662,8.45,1500,96000
"good","other",672,8.14,6000,NA
"good","debt_consolidation",777,14.95,9000,NA
"bad","other",677,4.07,10000,NA
"good","debt_consolidation",752,12.64,18000,88000
"bad","debt_consolidation",707,13.24,1400,NA
"good","debt_consolidation",732,16.72,25000,75000
"bad","debt_consolidation",697,13.68,15000,36144
"good","debt_consolidation",747,9.37,10000,88000
"good","home_improvement",772,8.52,15000,166000
"good","medical",792,10.66,4000,NA
"good","debt_consolidation",692,6.51,5600,56000
"good","other",697,17.07,2000,24600
"good","major_purchase",697,16.49,12000,75996
"bad","debt_consolidation",747,14.76,5000,NA
"bad","debt_consolidation",712,11.55,18000,NA
"good","debt_consolidation",702,0.82,4000,NA
"good","debt_consolidation",712,10.99,25000,95000
"bad","debt_consolidation",707,8.2,15000,NA
"good","major_purchase",707,7.13,10000,NA
"good","home_improvement",712,18.11,3000,NA
"good","major_purchase",712,22.99,5000,26100
"good","other",712,8.86,12000,NA
"good","debt_consolidation",717,14.37,5000,NA
"good","debt_consolidation",757,17.9,15000,70000
"bad","major_purchase",697,9.25,8000,NA
"good","major_purchase",707,6.03,8000,NA
"bad","debt_consolidation",747,13.36,16750,NA
"bad","other",717,19.82,1600,NA
"good","debt_consolidation",712,17.64,9000,NA
"good","other",712,10.25,9600,91000
"good","other",682,19.54,5000,NA
"bad","debt_consolidation",662,10.32,10000,NA
"good","other",712,19,8000,24000
"bad","major_purchase",722,17.09,10000,103000
"good","home_improvement",752,13.88,10000,NA
"good","major_purchase",672,15.65,7000,90000
"good","major_purchase",717,12.48,2000,15000
"good","other",717,21.31,1700,34800
"good","major_purchase",757,1.25,9000,40000
"good","other",677,4.61,4500,NA
"good","debt_consolidation",772,6.78,7750,57500
"good","other",692,13,5000,30000
"good","debt_consolidation",812,9.61,6000,49800
"good","debt_consolidation",752,10.26,16000,NA
"bad","debt_consolidation",742,3.9,6000,65000
"good","debt_consolidation",752,5.44,7500,41000
"good","major_purchase",802,5.32,6000,NA
"bad","debt_consolidation",767,5.97,10000,NA
"good","other",747,7.33,4000,NA
"good","major_purchase",667,18.87,3200,20800
"good","home_improvement",702,17.48,10000,50000
"good","major_purchase",807,3.58,7000,NA
"good","debt_consolidation",702,20.93,23500,58704
"good","debt_consolidation",737,20.81,14000,NA
"good","major_purchase",737,16.85,9000,NA
"good","debt_consolidation",732,8.32,7000,NA
"good","debt_consolidation",707,11.36,24250,92004
"good","other",707,18.67,6000,NA
"bad","major_purchase",692,16.04,4000,NA
"bad","debt_consolidation",707,22.75,5500,NA
"good","debt_consolidation",687,24.43,12000,NA
"bad","debt_consolidation",727,14.93,18000,NA
"good","major_purchase",682,18.72,3350,NA
"good","home_improvement",772,5.91,6250,78000
"good","debt_consolidation",737,14.32,7800,NA
"good","debt_consolidation",707,3.54,5300,NA
"good","debt_consolidation",677,3.48,2000,NA
"good","debt_consolidation",717,23.86,25000,97000
"bad","debt_consolidation",667,20.51,13000,53600
"good","debt_consolidation",702,4.23,6000,42000
"good","debt_consolidation",767,14.51,22000,NA
"good","educational",672,10.09,5000,NA
"good","major_purchase",782,4.6,8000,107364
"good","debt_consolidation",787,4.21,3800,NA
"good","debt_consolidation",722,23.53,12800,41000
"good","major_purchase",682,15.97,6000,80000
"good","other",722,20.95,3250,63996
"bad","debt_consolidation",747,19.1,10000,72000
"good","major_purchase",772,9.33,6200,NA
"bad","debt_consolidation",667,8.27,6000,NA
"good","home_improvement",737,15.61,10000,NA
"bad","debt_consolidation",687,16.3,23000,65000
"good","vacation_wedding",672,13.71,4000,NA
"good","other",677,17.19,3350,47756
"good","debt_consolidation",732,12.17,10000,70000
"good","debt_consolidation",702,21.2,3100,32280
"good","major_purchase",757,14.23,4000,NA
"good","major_purchase",687,15.02,15000,NA
"good","debt_consolidation",752,14.48,5500,59484
"good","other",687,11.71,7000,NA
"good","debt_consolidation",697,24.23,25000,NA
"bad","debt_consolidation",672,11.05,22000,76000
"good","debt_consolidation",687,23.64,9250,NA
"good","other",737,2.13,4000,NA
"good","other",712,23.08,1500,70392
"good","debt_consolidation",722,15.22,12000,NA
"good","debt_consolidation",717,12.73,25000,105000
"good","home_improvement",662,22.48,14400,NA
"good","other",752,8.83,6700,NA
"good","other",702,15.18,8000,30600
"good","debt_consolidation",772,4.08,7500,59436
"good","other",697,12.21,10000,NA
"good","small_business",667,0.94,8000,49992
"good","other",712,2.04,3000,NA
"bad","debt_consolidation",687,17.14,16000,53000
"good","debt_consolidation",732,19.31,18000,45000
"good","debt_consolidation",687,20.4,15000,45000
"good","debt_consolidation",687,14.4,15000,NA
"good","other",757,19.64,4000,33000
"good","debt_consolidation",732,16.68,8000,NA
"good","debt_consolidation",707,16.8,6000,29000
"good","other",752,8.7,25000,1e+05
"good","home_improvement",697,15.17,15400,NA
"bad","other",727,21.89,10000,NA
"good","debt_consolidation",742,12.5,2500,NA
"good","debt_consolidation",757,8.46,4750,NA
"bad","debt_consolidation",667,17.34,18000,65000
"good","small_business",792,8.62,5000,NA
"good","debt_consolidation",787,13.62,3000,37000
"good","other",732,3.16,6000,57000
"good","debt_consolidation",722,20.77,20000,62400
"good","other",747,22.14,16000,56532
"good","debt_consolidation",702,16.94,12000,NA
"good","debt_consolidation",707,17.36,4000,NA
"good","vacation_wedding",707,4.38,6000,NA
"bad","debt_consolidation",752,12.32,16000,98268
"bad","medical",662,11.55,4200,39999
"good","debt_consolidation",682,9.54,6300,61000
"good","debt_consolidation",697,10.9,2400,NA
"bad","other",707,12.16,3200,30000
"good","major_purchase",747,8.16,3000,50000
"good","debt_consolidation",672,14.57,6500,24960
"good","major_purchase",752,7.97,10000,NA
"good","home_improvement",717,8.43,5325,119000
"bad","debt_consolidation",712,17.54,20000,86004
"good","major_purchase",782,9.36,6000,NA
"good","debt_consolidation",677,8.07,5000,NA
"good","other",732,1.73,10000,NA
"bad","major_purchase",707,4.46,10000,33600
"good","other",667,7.92,1600,NA
"good","other",777,10.05,8000,NA
"good","debt_consolidation",727,6.02,5000,50000
"good","medical",712,17.44,3500,NA
"good","medical",722,14.39,3000,64800
"good","debt_consolidation",687,17.13,25000,69996
"good","debt_consolidation",767,1.73,8000,45000
"good","debt_consolidation",732,23.81,25000,1e+05
"good","other",667,11.63,5000,NA
"good","debt_consolidation",707,14.35,12250,NA
"good","educational",737,5.4,4750,NA
"good","vacation_wedding",777,1.76,1000,70885
"good","other",762,1.04,21000,35700
"good","debt_consolidation",687,20.66,17600,97000
"good","debt_consolidation",752,5.69,20000,NA
"good","debt_consolidation",727,9.8,8000,NA
"bad","other",742,14.84,16000,48996
"good","debt_consolidation",752,6.42,16000,NA
"good","debt_consolidation",747,19.61,10000,NA
"good","vacation_wedding",752,1.46,4000,NA
"good","debt_consolidation",752,2.42,18000,240000
"good","debt_consolidation",682,15.2,9600,59451
"good","other",767,9.42,15000,78000
"good","debt_consolidation",732,12.97,15000,NA
"good","debt_consolidation",702,11.4,4000,24000
"good","debt_consolidation",767,7.52,18000,45000
"good","debt_consolidation",702,7.33,10000,54316
"good","other",692,22.34,1200,NA
"good","debt_consolidation",767,6.96,8100,NA
"good","major_purchase",757,6,14000,141996
"good","vacation_wedding",662,22.72,7000,57000
"good","debt_consolidation",692,12.56,8000,NA
"good","other",677,17.81,3500,44000
"good","debt_consolidation",677,24.46,12250,NA
"good","home_improvement",737,20.33,9600,NA
"good","home_improvement",692,19.22,15200,NA
"bad","small_business",722,23.92,17500,60000
"bad","home_improvement",782,4.95,25000,40000
"good","debt_consolidation",682,11.72,25000,97000
"good","other",742,7.5,5000,24000
"good","small_business",712,22.13,10000,69996
"good","debt_consolidation",682,20.87,20000,74400
"good","debt_consolidation",697,4.58,25000,230004
"good","major_purchase",697,12.59,7500,57000
"bad","other",682,24.41,11200,NA
"good","major_purchase",822,7.05,2500,NA
"good","other",682,9.32,8000,NA
"good","debt_consolidation",707,16.61,13200,NA
"good","other",717,22.11,2500,NA
"good","major_purchase",792,1.3,15000,60000
"good","home_improvement",707,21.32,16750,41600
"good","debt_consolidation",722,17.29,25000,NA
"good","debt_consolidation",722,5.16,11500,NA
"good","other",767,2.3,19200,NA
"good","small_business",722,14.74,18000,NA
"bad","debt_consolidation",722,13.85,21000,50000
"good","debt_consolidation",737,13.64,10000,NA
"bad","debt_consolidation",712,22.13,24250,65004
"good","other",777,9.26,10000,56004
"good","debt_consolidation",702,16.65,16750,32424
"good","other",717,19.98,15000,NA
"good","medical",702,14.71,1000,NA
"good","other",702,2.14,1500,NA
"good","debt_consolidation",732,17.95,15000,45000
"good","debt_consolidation",687,7,5500,NA
"good","medical",677,11.76,9500,45000
"good","other",687,4.2,2000,NA
"good","vacation_wedding",702,4.46,9600,NA
"good","debt_consolidation",707,2.02,7000,74694
"good","debt_consolidation",747,24.6,12000,NA
"good","debt_consolidation",747,9.12,13500,NA
"good","home_improvement",797,3.06,2000,56004
"good","home_improvement",702,21.41,1500,NA
"good","debt_consolidation",737,7.62,10000,NA
"good","debt_consolidation",742,6.19,5000,82150
"good","debt_consolidation",672,17.74,11000,NA
"good","other",682,16.78,8500,NA
"good","home_improvement",727,11.88,10000,70000
"good","debt_consolidation",747,9.79,9000,47700
"good","debt_consolidation",682,7.78,24250,114773.98
"good","debt_consolidation",732,18.6,18000,110313
"good","debt_consolidation",727,3.23,9000,NA
"good","other",747,14.75,3000,NA
"good","small_business",672,4.25,5000,NA
"good","other",812,1.85,25000,74000
"good","debt_consolidation",762,12.17,5300,36000
"good","debt_consolidation",747,1.66,15000,83000
"good","major_purchase",767,14.75,2500,NA
"good","medical",727,16.89,1800,NA
"good","debt_consolidation",707,15.62,18500,59400
"good","debt_consolidation",702,12,18000,120000
"good","debt_consolidation",677,22.38,5000,NA
"good","major_purchase",787,3.81,7000,NA
"good","home_improvement",707,14.57,12000,70000
"good","major_purchase",742,2.88,8800,NA
"good","debt_consolidation",697,17.95,10000,NA
"good","debt_consolidation",707,23.19,7000,NA
"good","debt_consolidation",702,24.65,11500,NA
"good","debt_consolidation",712,14.44,25000,85000
"bad","educational",667,19.2,1000,NA
"bad","debt_consolidation",682,21.65,18250,NA
"good","vacation_wedding",702,9.3,6000,NA
"good","debt_consolidation",677,20.65,12800,37195.2
"good","debt_consolidation",687,15.05,2500,NA
"bad","major_purchase",797,0.52,20000,90000
"bad","debt_consolidation",687,14.59,16000,NA
"good","debt_consolidation",742,17.32,6000,44000
"good","debt_consolidation",727,10.93,20000,65000
"bad","debt_consolidation",667,18.4,3200,18000
"bad","debt_consolidation",707,11.61,10000,40000
"good","debt_consolidation",747,8.95,13400,NA
"good","debt_consolidation",692,19.6,9500,NA
"good","debt_consolidation",762,13.13,10000,NA
"bad","vacation_wedding",697,10.01,4800,16000
"good","debt_consolidation",712,3.31,17500,NA
"bad","debt_consolidation",702,12.63,6600,36000
"good","major_purchase",687,0.31,3200,NA
"good","debt_consolidation",772,5.08,3000,NA
"good","debt_consolidation",692,23.26,17500,49176
"good","home_improvement",717,16.77,15000,86000
"good","debt_consolidation",707,19.01,14400,NA
"good","debt_consolidation",712,24.66,2300,NA
"good","debt_consolidation",782,12.69,5500,NA
"good","debt_consolidation",732,10.76,20500,30000
"good","debt_consolidation",727,21.32,10000,NA
"good","medical",737,19.69,6000,NA
"good","other",727,10.26,24000,73600
"good","debt_consolidation",737,13.15,15000,51094
"good","debt_consolidation",687,17.42,10000,50500
"good","debt_consolidation",727,22.91,10850,NA
"bad","debt_consolidation",782,23.12,25000,49200
"good","debt_consolidation",742,12.45,12000,NA
"good","medical",732,12.3,4800,NA
"good","debt_consolidation",687,9.34,5000,74500
"good","debt_consolidation",737,11.08,24000,108000
"good","other",702,9.61,16000,136000
"good","debt_consolidation",702,16.42,15000,38004
"bad","home_improvement",732,12.17,9000,NA
"good","debt_consolidation",712,10.01,6500,90000
"good","other",732,4.83,5000,NA
"good","major_purchase",762,12.66,6500,NA
"bad","vacation_wedding",692,11.86,5000,26400
"good","other",677,20.73,1000,26000
"good","debt_consolidation",697,10.7,25000,113500
"good","debt_consolidation",667,1.55,6400,31800
"good","debt_consolidation",697,21.76,8500,NA
"good","debt_consolidation",722,10.57,15000,NA
"good","debt_consolidation",692,18.15,8400,NA
"bad","debt_consolidation",707,15.54,20000,70000
"good","major_purchase",757,6,2000,NA
"good","debt_consolidation",697,15.75,25000,116765
"good","other",667,4.53,1200,35004
"good","debt_consolidation",772,16.58,7500,NA
"good","major_purchase",772,1.15,9000,NA
"good","major_purchase",687,19.97,3900,NA
"good","debt_consolidation",732,5.96,8400,67290
"bad","debt_consolidation",752,20.86,8000,36996
"good","major_purchase",787,13.32,3000,NA
"good","debt_consolidation",667,19.69,15000,54000
"good","debt_consolidation",697,15.94,20000,157000
"good","debt_consolidation",692,1.74,14600,51000
"good","debt_consolidation",667,3.23,10200,30504
"good","debt_consolidation",692,22.52,10500,48000
"good","debt_consolidation",727,7.45,13000,NA
"bad","vacation_wedding",692,17.25,16000,NA
"good","other",662,6.82,3500,NA
"good","debt_consolidation",727,18.77,9800,NA
"good","other",712,12.12,8000,NA
"good","home_improvement",682,14.03,25000,182004
"good","debt_consolidation",727,7.18,18000,60000
"good","vacation_wedding",692,8.11,6400,NA
"good","other",697,18.5,2100,NA
"good","vacation_wedding",787,22.29,10000,NA
"good","other",722,5.83,3000,105996
"good","other",697,16.74,11000,80000
"good","debt_consolidation",722,21.33,12000,NA
"good","home_improvement",682,13.48,5000,NA
"bad","other",662,21.73,3700,NA
"good","other",682,7.98,2000,NA
"good","debt_consolidation",692,4.38,12000,95000
"good","vacation_wedding",787,11.38,8000,NA
"good","debt_consolidation",682,15.91,20000,82000
"good","debt_consolidation",762,13.24,7500,NA
"good","home_improvement",752,23.44,19750,NA
"bad","debt_consolidation",667,12.73,8500,23000
"good","debt_consolidation",732,22.21,25000,85000
"good","debt_consolidation",697,22.1,20000,130606
"good","other",757,13.34,10800,60000
"good","debt_consolidation",732,24.88,14500,NA
"good","debt_consolidation",667,2,4000,24000
"good","debt_consolidation",662,8.71,5000,NA
"good","vacation_wedding",757,5.31,2400,NA
"bad","debt_consolidation",697,14.2,9250,21300
"good","other",692,14.14,5000,23000
"good","debt_consolidation",672,15.89,13000,NA
"good","other",757,19.01,1000,NA
"good","other",702,2.01,2400,NA
"good","debt_consolidation",672,18.13,9000,NA
"good","other",712,8.64,4500,NA
"good","debt_consolidation",797,8.73,10500,43000
"good","other",677,1.69,3000,NA
"good","debt_consolidation",722,23.83,12000,42000
"bad","debt_consolidation",757,20.67,20000,42500
"good","debt_consolidation",667,24.2,3000,NA
"good","other",687,4.08,5600,69996
"good","debt_consolidation",672,13.28,6500,NA
"good","debt_consolidation",747,10.29,10000,NA
"good","debt_consolidation",712,17.12,19000,NA
"good","debt_consolidation",697,24.89,25000,99996
"bad","debt_consolidation",667,18.53,10000,NA
"good","debt_consolidation",682,23.96,16000,NA
"good","debt_consolidation",682,6.13,5000,NA
"bad","major_purchase",717,15.35,1000,24000
"good","other",782,0.78,12000,NA
"bad","major_purchase",707,24.21,1000,NA
"good","major_purchase",742,8.48,7500,20796
"bad","debt_consolidation",707,10.59,8500,NA
"bad","debt_consolidation",667,22.89,3600,38004
"good","debt_consolidation",722,18.95,6000,NA
"bad","debt_consolidation",677,22.56,16000,55000
"good","debt_consolidation",772,21.07,7200,NA
"good","home_improvement",777,0.2,25000,NA
"good","debt_consolidation",672,19.1,8000,NA
"good","debt_consolidation",732,23.21,14400,NA
"good","debt_consolidation",762,9.22,10000,NA
"good","debt_consolidation",752,13.24,7500,65000
"good","debt_consolidation",702,16.6,17500,NA
"bad","debt_consolidation",682,14.84,7200,NA
"good","other",757,11.4,10000,88000
"good","debt_consolidation",712,3.3,12000,60000
"good","debt_consolidation",772,12.52,20000,76000
"good","home_improvement",782,3.16,10400,NA
"good","debt_consolidation",712,20.34,7200,NA
"bad","home_improvement",757,8.83,25000,93000
"bad","debt_consolidation",707,12.91,24250,128004
"good","vacation_wedding",767,2.22,3500,NA
"good","debt_consolidation",712,24.94,4800,NA
"bad","debt_consolidation",787,9.3,16000,NA
"good","other",722,5.14,25000,56952
"bad","debt_consolidation",707,10.73,25000,242004
"good","major_purchase",737,11.31,3000,NA
"good","major_purchase",682,5.79,10000,NA
"good","debt_consolidation",737,3.21,14000,106839
"good","debt_consolidation",747,8.68,7500,NA
"good","debt_consolidation",682,7.27,7000,NA
"good","debt_consolidation",707,17.46,10000,NA
"good","debt_consolidation",727,17.43,25000,107000
"good","debt_consolidation",792,1.41,25000,40000
"good","other",662,6.86,10500,NA
