SHEET,CHAIN,CO_OWNED,STATE,SOUTHJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,NCALLS,EMPFT,EMPPT,NMGRS,WAGE_ST,INCTIME,FIRSTINC,BONUS,PCTAFF,MEALS,OPEN,HRSOPEN,PSODA,PFRY,PENTREE,NREGS,NREGS11,TYPE2,STATUS2,DATE2,NCALLS2,EMPFT2,EMPPT2,NMGRS2,WAGE_ST2,INCTIME2,FIRSTIN2,SPECIAL2,MEALS2,OPEN2R,HRSOPEN2,PSODA2,PFRY2,PENTREE2,NREGS2,NREGS112
11,1,0,1,0,1,0,0,0,0,2,10,30,4,4.25,26,0.1,0,80,2,7,16,1.09,0.89,0.91,3,3,1,1,111792,1,12,24,3,5.05,,,0,2,7,16,1.05,0.87,0.94,3,2
12,1,0,1,0,1,0,0,0,0,0,6.5,23.5,3,4.37,9,0.1,0,100,2,7,16,1.05,0.79,0.91,3,3,1,1,111892,3,15,15,4,5.05,26,0.25,0,3,7,16,1.01,0.92,0.94,3,2
13,2,0,1,0,1,0,0,0,0,0,0,25,3,4.5,7,0.25,0,100,2,11,10,1.06,0.95,2.66,5,4,1,1,111792,1,2,11,3,5,13,0.25,0,1,11,11,1.01,0.94,2.75,4,3
15,3,0,1,0,1,0,0,0,0,3,3,25,4,4.6,9,0.15,1,95,2,6,17,1.02,0.98,0.95,5,4,2,1,121092,5,5,20,3,5.05,,0.25,0,2,6,17,1.05,1.01,2,3,3
16,3,0,1,0,1,0,0,0,0,0,6,22,4,4.5,13,0.25,0,50,2,6,17,1,1,,5,5,1,1,110592,,7,17,3,5.05,19,0.25,0,2,6,17,1.05,1.01,0.94,5,5
17,3,0,1,0,1,0,0,0,0,0,0,20,4,4.37,13,0.25,0,60,2,6,17,1.06,1,2.02,6,5,1,1,111692,1,4,35,4,5.05,13,0.2,0,2,6,17,1.05,0.94,0.95,6,5
18,3,0,1,0,1,0,0,0,0,2,15,25,3,4.25,13,,0,50,2,6,17,,,,4,4,1,1,110592,,8,38,5,5.05,,0.25,1,2,6,17,1.05,1,0.63,7,7
19,1,0,1,1,0,0,0,0,0,3,4,31,4,4.25,4,0.25,0,50,2,6,16,1.05,0.91,0.93,3,3,1,1,110592,,6,44,5,5.05,52,0.3,0,2,6,16,1.04,0.93,0.95,2,2
21,2,0,1,1,0,0,0,0,0,0,5,12,3,4.45,6,0.1,0,90,2,10.5,10.5,1.06,0.8,2.13,3,3,1,1,111492,1,0,11,2,5.05,,,0,2,11,10,0.94,0.94,2.43,3,3
22,3,0,1,1,0,0,0,0,0,2,3,15,4,4.35,26,0.12,0,90,2,7,16,1.06,0.84,0.95,4,1,1,1,110592,,3,15,2,5.05,19,0.13,0,2,7,15,1.05,1.05,0.94,4,4
23,1,0,1,0,0,1,0,0,0,2,0,25,3,4.5,26,0.12,0,75,2,7,16,1.06,0.95,0.95,3,2,1,1,111792,1,14,14,3,5.05,,,0,1,6.5,16.5,1.05,0.94,0.94,3,2
24,1,0,1,0,1,0,0,0,0,2,15,15,4,4.75,13,0.25,1,40,2,7,16,1.06,0.95,1.01,4,3,2,1,122192,3,15,20,4,5.05,52,0.15,0,2,,,1.05,0.94,1,4,3
28,2,0,1,0,0,1,0,0,0,6,0,14,1,4.5,,0.25,0,10,2,11,10,1.06,1.17,2.56,2,1,1,1,111892,3,6,2,3,,,,0,1,11,10,,1.05,2.64,3,2
29,2,0,1,0,0,1,0,0,0,3,0,7,2,4.5,4,0.25,0,,2,11,11,1.06,1.01,2.56,3,2,1,1,111292,,0,13,3,5.05,26,0.25,0,1,11,11,1.05,1.05,2.64,3,3
32,3,0,1,0,0,1,0,0,0,0,10,20.5,3,4.5,26,0.25,0,40,2,10.5,11.5,1.12,1.02,1.06,4,3,1,1,111792,1,2,25,3,5.05,26,0.23,0,2,10.5,11.5,1.22,1.11,2.28,4,4
34,3,1,1,0,0,1,0,0,0,0,5,15,3,4.95,26,,0,75,2,10.5,11.5,1.12,1.02,1.06,5,3,1,1,111392,,11,7,3,5.05,26,0.5,0,2,10.5,11.5,1.22,1.11,0.73,5,2
35,4,0,1,0,0,1,0,0,0,2,25,6.5,4,4.5,9,0.25,1,,2,10.5,11.5,0.96,0.95,2.13,2,2,1,1,111992,6,13,18,3,5.05,13,0.25,0,2,10.5,11.5,1.03,,,2,2
38,1,0,1,0,1,0,0,0,0,0,15,20,5,4.25,17,0.15,0,100,2,6,17,1.05,0.95,0.98,3,2,1,1,111092,,10,20,6,5.05,,0.25,0,3,6.5,17.5,0.98,0.82,0.76,3,2
63,1,1,1,0,0,1,0,0,0,1,26,6,,4.25,26,,0,75,2,6,18,1.1,0.97,1.17,4,3,1,1,111792,1,15,10,4,5.05,26,0.1,0,2,7,18,1.11,1.01,1.09,4,3
64,1,0,1,0,0,1,0,0,0,1,20,15,3,4.5,26,0.2,0,60,3,7,16,1.06,0.95,0.95,3,2,1,1,111092,,13,13,3,5.05,26,0.25,0,2,7,16,1.05,0.95,0.95,3,3
65,1,0,1,0,0,1,0,0,0,5,0,20,4,4.8,52,0.25,0,90,2,6.5,15.5,1.06,0.85,1.11,3,3,2,2,121592,3,,,3,5.05,,,,,,,,,,,
66,1,0,1,0,0,1,0,0,0,0,15,18,3,4.25,26,0.15,0,20,2,7,17,1.06,0.95,0.95,3,2,1,1,111092,,26,10,4,5.05,26,0.25,1,1,7,17,1.05,0.95,0.95,3,3
67,1,0,1,0,0,1,0,0,0,0,5,15,6,4.5,13,0.25,0,55,1,8,13.5,1.17,1.06,1.17,3,2,1,1,111092,,4,17.5,5,5.05,,,0,1,8,13.5,1.32,1.05,1.22,3,3
68,1,0,1,0,0,1,0,0,0,1,30,10,3,4.25,14,0.05,0,,3,7,17,1.07,1.02,1.02,3,3,1,1,111092,,13,17,3,5.05,13,0.28,0,3,7,17,1.05,0.95,0.95,3,1
69,1,0,1,0,0,1,0,0,0,0,0,27,3,4.25,13,0.22,0,100,2,7,18,1.17,0.95,0.95,4,2,1,1,111792,,0,27,3,5.05,13,0.2,0,2,7,18,1.26,1.01,1,4,2
70,1,0,1,0,0,1,0,0,0,0,35,20,5,4.5,13,0.27,0,50,1,7,16,1.06,0.95,1.02,3,3,1,1,111092,,10,30,5,5.05,4,0.23,,1,7,16,1.05,0.95,1.01,3,3
71,1,0,1,0,0,1,0,0,0,1,0,35,3,4.75,13,0.25,0,100,3,7,17,1.06,0.95,0.95,3,2,1,1,111692,,29,14,3,5.05,26,0.18,1,3,7,17,1.05,0.95,0.95,3,2
73,2,0,1,0,0,1,0,0,0,1,0,7,3,4.25,,0.75,0,40,3,11,12,1.06,1.06,2.45,3,2,1,1,111792,2,14,0,3,5.05,4,0.05,0,2,11,11,1.05,1.05,2.43,3,
75,2,0,1,0,0,1,0,0,0,0,3,15,3,4.25,4,0.25,0,0,2,11,11,1.17,1.27,2.77,3,3,1,1,111292,,4,11,3,5.05,6,0.25,1,2,11,11,1.16,1.16,2.75,3,3
76,3,1,1,0,0,1,0,0,0,0,8,32,4,4.25,26,0.2,0,50,2,6,17,1.12,1.02,1.02,6,3,1,1,111392,,25,15,6,5.05,13,0.15,1,2,6.5,16.5,1.11,1.06,1.05,6,3
79,3,1,1,0,0,1,0,0,0,4,6,25,3,4.5,26,0.15,0,30,2,6,17,1.17,1.02,1.06,5,4,1,1,111392,,8,18,3,5.05,41,0.13,0,2,7,16,1.11,1.06,1.05,5,4
80,4,0,1,0,0,1,0,0,0,1,4.5,20,,4.25,26,0.25,0,90,2,10.5,11.5,1.06,0.98,1.06,2,2,1,1,111492,2,11,14,3,5.05,13,0.1,0,2,10.5,12.5,1.12,0.98,0.99,2,1
84,1,0,1,0,1,0,0,0,0,3,4,30,5,4.5,26,0.15,0,50,2,7,16,1.04,0.85,0.91,4,2,1,1,111692,,12,30,5,5.05,52,0.2,0,2,7,16,1.05,0.9,0.94,3,3
86,1,0,1,0,1,0,0,0,0,1,11,11,4,4.25,13,0.25,0,,3,7,15,1.06,0.94,1.1,3,3,1,1,111092,,9,12,4,5.05,4,0.13,0,3,7,15,1.05,1.05,1.04,3,3
87,1,0,1,0,1,0,0,0,1,0,0,15,,4.5,26,,0,,2,7,15,1.06,0.86,1.02,3,3,1,1,111092,,0,30,5,5.05,41,0.18,0,3,7,15,1,0.99,1.04,3,3
88,1,0,1,1,0,0,0,0,0,0,3,35,3,4.25,,,1,75,3,7,15,1.06,0.87,0.91,5,5,2,1,121892,2,4,37,4,5.05,42,0.18,0,2,7,15,1.05,0.87,0.94,5,2
91,1,1,1,0,1,0,0,0,1,2,8,22,4,4.25,8,0.15,0,100,2,7,17,1.09,0.93,1.04,3,3,1,1,111792,1,0,30,4,5.05,26,0.18,0,1,7,17,1.11,1.05,1.05,3,3
92,1,1,1,0,1,0,0,0,1,0,4,18,4,4.25,13,0.75,0,100,2,7,15,1.09,0.95,1.03,3,3,1,1,111092,,14,6,3,5.05,,0.25,0,2,7,15,1.11,1.01,1.05,3,3
93,1,1,1,0,0,1,0,0,0,0,2.5,30,3,4.25,52,0.15,0,90,2,7,16,,,0.96,,,1,1,111092,,5,25,5,5.05,13,0.15,0,2,7,16,1.11,1.05,1.05,4,3
95,2,0,1,0,1,0,0,0,0,1,18,3,4,4.25,26,0.27,0,40,1,11,10,1.06,0.8,2.56,4,3,1,1,111292,,0,14,3,5.05,13,0.25,0,1,11,10,1.05,0.75,2.53,3,3
96,2,0,1,0,0,1,0,0,0,2,0,15,2,4.25,26,0.12,0,80,2,11.5,10,1.06,1.01,2.66,3,2,1,1,111892,3,0,15,5,5.05,26,0.15,0,2,11.5,10.5,1.05,0.94,2.59,4,0
97,2,0,1,0,1,0,0,0,0,2,0,12,4,4.25,13,0.25,1,58,2,11,10,1.02,0.75,2.56,3,2,1,1,111292,,2.5,11,3,5.05,13,0.3,0,2,11,10,1.05,0.8,2.54,3,2
98,2,0,1,0,1,0,0,0,1,0,0,20,4,4.25,13,0.4,0,80,3,11,10,1.06,0.8,2.56,3,3,1,1,111292,,3,13,3,5.05,13,0.45,0,1,11,10,1.05,0.9,2.53,3,3
99,3,1,1,0,1,0,0,0,1,0,60,40,5,4.75,26,0.15,0,50,2,0,24,1.23,,2.3,8,6,2,1,121892,6,30,50,4,5.05,15,0.25,1,2,0,24,1.22,1.17,2.32,5,2
